title,Publish Time,Mission,Methods,Object,link
Inferring Vector Magnetic Fields from Stokes Profiles of GST/NIRIS Using a Convolutional Neural Network,2020-5-1,Prediction-Regression,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2020ApJ...894...70L
Detection and Classification of Astronomical Targets with Deep Neural Networks in Wide-field Small Aperture Telescopes,2020-5-1,Object Detection + Object Classification,CNN:Faster R-CNN,Transient,https://ui.adsabs.harvard.edu/abs/2020AJ....159..212J
Mergers trigger active galactic nuclei out to z \ensuremath\sim 0.6,2020-5-1,Object Classification,CNN,AGN,https://ui.adsabs.harvard.edu/abs/2020A&A...637A..94G
Ranking candidate signals with machine learning in low-latency searches for gravitational waves from compact binary mergers,2020-4-1,Object Classification,NN:MLP,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2020PhRvD.101h3006K
A unified framework for 21 cm tomography sample generation and parameter inference with progressively growing GANs,2020-4-1,Generation,GAN,Cosmology,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.5913L
Reionization history constraints from neural network based predictions of high-redshift quasar continua,2020-4-1,Prediction-Regression,NN:MLP,Quasars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.4256D
Optimizing automatic morphological classification of galaxies with machine learning and deep learning using Dark Energy Survey imaging,2020-4-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.4209C
Deep transfer learning for star cluster classification: I. application to the PHANGS-HST survey,2020-4-1,Object Classification,CNN:ResNet,Star Clusters,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.3178W
Scalable end-to-end recurrent neural network for variable star classification,2020-4-1,Object Classification,RNN:GRU,Stars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2981B
Classification of blazar candidates of uncertain type from the Fermi LAT 8-yr source catalogue with an artificial neural network,2020-4-1,Object Classification,NN:MLP,Quasars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.1926K
Deep Learning the Morphology of Dark Matter Substructure,2020-4-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2020ApJ...893...15A
PSF-NET: A Nonparametric Point-spread Function Model for Ground-based Optical Telescopes,2020-4-1,Image Restoration,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020AJ....159..183J
APOGEE Net: Improving the Derived Spectral Parameters for Young Stars through Deep Learning,2020-4-1,Prediction-Regression,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2020AJ....159..182O
Cloud Identification from All-sky Camera Data with Machine Learning,2020-4-1,Object Detection,CNN:ResNet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020AJ....159..178M
Assessment of Astronomical Images Using Combined Machine-learning Models,2020-4-1,Object Classification,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020AJ....159..170T
Deep Horizon: A machine learning network that recovers accreting black hole parameters,2020-4-1,Prediction-Regression,CNN,Black Hole,https://ui.adsabs.harvard.edu/abs/2020A&A...636A..94V
PhotoWeb redshift: boosting photometric redshift accuracy with large spectroscopic surveys,2020-4-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2020A&A...636A..90S
An Active Flexure Compensation Method for LAMOST spectrograph based on BP-Neural Network,2020-3-1,Prediction,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020RAA....20...29H
Mapping neutron star data to the equation of state using the deep neural network,2020-3-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2020PhRvD.101e4016F
The ALMaQUEST survey - III. Scatter in the resolved star-forming main sequence is primarily due to variations in star formation efficiency,2020-3-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493L..39E
Real galaxy mergers from galaxy pair catalogues,2020-3-1,Object Detection,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..922P
Point spread function modelling for wide-field small-aperture telescopes with a denoising autoencoder,2020-3-1,Denoising,AE,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..651J
Characterizing lognormal fractional-Brownian-motion density fields with a convolutional neural network,2020-3-1,Prediction-Regression,CNN,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..161B
Deep learning dark matter map reconstructions from DES SV weak lensing data,2020-3-1,Data Reconstruction,Unet,Cosmology,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5023J
SPCANet: Stellar Parameters and Chemical Abundances Network for LAMOST-II Medium Resolution Survey,2020-3-1,Prediction-Regression,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2020ApJ...891...23W
Real-time Flare Prediction Based on Distinctions between Flaring and Non-flaring Active Region Spectra,2020-3-1,Prediction,NN:MLP,Solar,https://ui.adsabs.harvard.edu/abs/2020ApJ...891...17P
Predicting Solar Flares Using a Novel Deep Convolutional Neural Network,2020-3-1,Prediction,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2020ApJ...891...10L
Detrending Exoplanetary Transit Light Curves with Long Short-term Memory Networks,2020-3-1,Prediction,LSTM,Planet,https://ui.adsabs.harvard.edu/abs/2020AJ....159..109M
" Machine-learning computation of distance modulus for local galaxies",2020-3-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2020A&A...635A.124E
Hunting for open clusters in Gaia DR2: 582 new open clusters in the Galactic disc,2020-3-1,Object Detection,CNN,Star Clusters,https://ui.adsabs.harvard.edu/abs/2020A&A...635A..45C
Deep residual detection of radio frequency interference for FAST,2020-2-1,Object Detection,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.1421Y
Information theoretic bounds on cosmic string detection in CMB maps with noise,2020-2-1,Object Detection,CNN:ResNet,Cosmology,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.1329C
"Are galactic star formation and quenching governed by local, global, or environmental phenomena?",2020-2-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492...96B
The PAU Survey: background light estimation with deep learning techniques,2020-2-1,Image Restoration,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.5392C
Weak lensing shear estimation beyond the shape-noise limit: a machine learning approach,2020-2-1,Prediction,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.5301S
Eliminating artefacts in polarimetric images using deep learning,2020-2-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.5151P
When a period is not a full stop: Light-curve structure reveals fundamental parameters of Cepheid and RR Lyrae stars,2020-2-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.4752B
A New Method to Classify Type IIP/IIL Supernovae Based on Their Spectra,2020-2-1,Object Classification,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2020ApJ...890..177K
Application of Convolutional Neural Networks to Identify Stellar Feedback Bubbles in CO Emission,2020-2-1,Object Detection,Unet,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...64X
Predicting Coronal Mass Ejections Using SDO/HMI Vector Magnetic Data Products and Recurrent Neural Networks,2020-2-1,Prediction,LSTM,Solar,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...12L
A Hybrid Deep Learning Approach to Cosmological Constraints from Galaxy Redshift Surveys,2020-2-1,Prediction-Regression,CNN:CNN3D,Cosmology,https://ui.adsabs.harvard.edu/abs/2020ApJ...889..151N
Estimating Planetary Mass with Deep Learning,2020-2-1,Prediction-Regression,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2020AJ....159...41T
Predicting the global far-infrared SED of galaxies via machine learning techniques,2020-2-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2020A&A...634A..57D
MAXIMASK and MAXITRACK: Two new tools for identifying contaminants in astronomical images using convolutional neural networks,2020-2-1,Object Detection,CNN:VGG,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020A&A...634A..48P
Identifying Earth-impacting asteroids using an artificial neural network,2020-2-1,Object Detection,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2020A&A...634A..45H
Contour detection in Cassini ISS images based on Hierarchical Extreme Learning Machine and Dense Conditional Random Field,2020-1-1,Object Detection,NN:H-ELM+DenseCRF,Planet,https://ui.adsabs.harvard.edu/abs/2020RAA....20...11Y
Direct detection of dark matter substructure in strong lens images with convolutional neural networks,2020-1-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2020PhRvD.101b3515D
"SuperNNova: an open-source framework for Bayesian, neural network-based supernova classification",2020-1-1,Object Classification,RNN:BRNN,Stars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.4277M
Extracting the 21 cm Global signal using artificial neural networks,2020-1-1,Object Classification,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.4031C
Photometry of high-redshift blended galaxies using deep learning,2020-1-1,Image Segmentation,Unet,Galaxies,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2481B
Application of convolutional neural networks for stellar spectral classification,2020-1-1,Object Classification,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2280S
Galaxy Zoo: probabilistic morphology through Bayesian CNNs and active learning,2020-1-1,Object Classification,CNN:RCNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.1554W
Reconstructing Functions and Estimating Parameters with Artificial Neural Networks: A Test with a Hubble Parameter and SNe Ia,2020-1-1,Data Reconstruction,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2020ApJS..246...13W
Machine-learning Inference of the Interior Structure of Low-mass Exoplanets,2020-1-1,Prediction,NN:MDN,Planet,https://ui.adsabs.harvard.edu/abs/2020ApJ...889...42B
deepCR: Cosmic Ray Rejection with Deep Learning,2020-1-1,Image Refinement,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2020ApJ...889...24Z
Photometric Redshift Estimation with Galaxy Morphology Using Self-organizing Maps,2020-1-1,Prediction-Regression,NN:SOM,Galaxies,https://ui.adsabs.harvard.edu/abs/2020ApJ...888...83W
Deriving star cluster parameters with convolutional neural networks. II. Extinction and cluster-background classification,2020-1-1,Prediction-Regression,CNN:ResNet,Star Clusters,https://ui.adsabs.harvard.edu/abs/2020A&A...633A.148B
Rapid classification of TESS planet candidates with convolutional neural networks,2020-1-1,Object Classification,CNN:Conv1D,Planet,https://ui.adsabs.harvard.edu/abs/2020A&A...633A..53O
Deep-CEE I: fishing for galaxy clusters with deep neural nets,2019-12-1,Object Detection,CNN:RCNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5770C
Learning the relationship between galaxies spectra and their star formation histories using convolutional neural networks and cosmological simulations,2019-12-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5503L
Pulsar candidate classification using generative adversary networks,2019-12-1,Generation,GAN,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5424G
Deep learning predictions of galaxy merger stage and the importance of observational realism,2019-12-1,Explainable AI,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5390B
"Generative deep fields: arbitrarily sized, random synthetic astronomical images through deep learning",2019-12-1,Generation,GAN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.4985S
Optimizing neural network techniques in classifying Fermi-LAT gamma-ray sources,2019-12-1,Object Classification,NN:MLP,Quasars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.4770K
Deblending and classifying astronomical sources with Mask R-CNN deep learning,2019-12-1,Object Detection + Object Classification,CNN:RCNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.3952B
Prediction of galaxy halo masses in SDSS DR7 via a machine learning approach,2019-12-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2367C
Weak lensing cosmology with convolutional neural networks on noisy data,2019-12-1,Prediction-Regression,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1843R
"Elemental Abundance Distributions in the (R, V $_ \ensuremath\phi $) Plane with LAMOST DR5 and Gaia DR2",2019-12-1,Prediction-Regression,BNN,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..193L
Evaluating the Classification of Fermi BCUs from the 4FGL Catalog Using Machine Learning,2019-12-1,Object Classification,NN:MLP,AGN,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..134K
Morphological Classification of G-band Bright Points Based on Deep Learning,2019-12-1,Object Classification,CNN:RCNN,Solar,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..129Y
Identifying TeV Source Candidates among Fermi-LAT Unclassified Blazars,2019-12-1,Object Detection,NN:MLP,AGN,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..104C
A Robust and Efficient Deep Learning Method for Dynamical Mass Measurements of Galaxy Clusters,2019-12-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019ApJ...887...25H
Inferring Galactic Parameters from Chemical Abundances: A Multi-star Approach,2019-12-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJ...887....9P
Searching for Hot Subdwarf Stars from the LAMOST Spectra. III. Classification of Hot Subdwarf Stars in the Fourth Data Release of LAMOST Using a Deep Learning Method,2019-12-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJ...886..128B
A Search for Multiplanet Systems with TESS Using a Bayesian N-body Retrieval and Machine Learning,2019-12-1,Object Detection + Prediction-Regression,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P
Improved detection of far-side solar active regions using deep learning,2019-12-1,Object Detection,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2019A&A...632A..82F
Using deep learning to localize gravitational wave sources,2019-11-1,Object Detection,NN:MLP,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100j3025C
A deep learning model to emulate simulations of cosmic reionization,2019-11-1,Generation,AE,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1055C
Improved supervised learning methods for EoR parameters reconstruction,2019-11-1,Prediction-Regression,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..371D
Deep learning algorithms applied to the classification of video meteor detections,2019-11-1,Object Detection,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5109G
Galaxy shape measurement with convolutional neural networks,2019-11-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4847R
Real-bogus classification for the Zwicky Transient Facility using deep learning,2019-11-1,Object Classification,CNN:VGG,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.3582D
Mining for Dark Matter Substructure: Inferring Subhalo Population Properties from Strong Lenses with Machine Learning,2019-11-1,Statistical Inference,CNN:ResNet,Cosmology,https://ui.adsabs.harvard.edu/abs/2019ApJ...886...49B
DASH: Deep Learning for the Automated Spectral Classification of Supernovae and Their Hosts,2019-11-1,Object Classification,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...85M
Solar Flare Prediction with the Hybrid Deep Convolutional Neural Network,2019-11-1,Object Classification,CNN:VGG,Solar,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...73Z
CLOVER: Convnet Line-fitting Of Velocities in Emission-line Regions,2019-11-1,Object Classification + Prediction-Regression,CNN:Conv1D,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...32K
Effect of galaxy mergers on star-formation rates,2019-11-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019A&A...631A..51P
Cosmic ray spectrum and composition from PeV to EeV using 3 years of data from IceTop and IceCube,2019-10-1,Prediction,NN:MLP,High Energy,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100h2002A
Simultaneous calibration of spectro-photometric distances and the Gaia DR2 parallax zero-point offset with deep learning,2019-10-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2079L
The Hubble Sequence at z \ensuremath\sim 0 in the IllustrisTNG simulation with deep learning,2019-10-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.1859H
A machine-learning approach for identifying the counterparts of submillimetre galaxies and applications to the GOODS-North field,2019-10-1,Object Detection,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.1770L
Classifying exoplanet candidates with convolutional neural networks: application to the Next Generation Transit Survey,2019-10-1,Object Classification,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.5232C
Li Evolution and the Open Cluster NGC 6819: A Correlation between Li Depletion and Spindown in Dwarfs More Massive Than the F-Dwarf Li-Dip,2019-10-1,Prediction-Regression,CNN,Star Clusters,https://ui.adsabs.harvard.edu/abs/2019AJ....158..163D
Incorporating astrochemistry into molecular line modelling via emulation,2019-10-1,Prediction-Regression,NN:MLP,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2019A&A...630A.117D
LSTM neural network for solar radio spectrum classification,2019-9-1,Object Classification,LSTM,Solar,https://ui.adsabs.harvard.edu/abs/2019RAA....19..135X
Pulsar candidate classification with deep convolutional neural networks,2019-9-1,Object Classification,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2019RAA....19..133W
Cosmological constraints with deep learning from KiDS-450 weak lensing maps,2019-9-1,Prediction-Regression,CNN:ResNet,Cosmology,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100f3514F
Convolutional neural networks: A magic bullet for gravitational-wave detection?,2019-9-1,Object Detection,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100f3015G
How effective is machine learning to detect long transient gravitational waves from neutron stars in a real search?,2019-9-1,Object Detection,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100f2005M
X-ray study of spatial structures in Tycho's supernova remnant using unsupervised deep learning,2019-9-1,Feature Extraction/Dim Reduction/Cluster,VAE,High Energy,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.4106I
Transfer learning for radio galaxy classification,2019-9-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3358T
Optimizing sparse RFI prediction using deep learning,2019-9-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.2605K
A classifier to detect elusive astronomical objects through photometry,2019-9-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.2263B
The use of convolutional neural networks for modelling large optically-selected strong galaxy-lens samples,2019-9-1,Prediction-Regression,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..991P
A New Automatic Tool for CME Detection and Tracking with Machine-learning Techniques,2019-9-1,Object Detection,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2019ApJS..244....9W
Machine-learning Classifiers for Intermediate Redshift Emission-line Galaxies,2019-9-1,Object Classification,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2019ApJ...883...63Z
Into the Darkness: Classical and Type II Cepheids in the Zona Galactica Incognita,2019-9-1,Object Classification,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJ...883...58D
Data-driven Reconstruction of Gravitationally Lensed Galaxies Using Recurrent Inference Machines,2019-9-1,Data Reconstruction,NN:RIM,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019ApJ...883...14M
Solar image denoising with convolutional neural networks,2019-9-1,Denoising,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2019A&A...629A..99D
Deep-learning continuous gravitational waves,2019-8-1,Object Detection,CNN:ResNet,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100d4009D
Painting halos from cosmic density fields of dark matter with physically motivated neural networks,2019-8-1,Generation,GAN,Cosmology,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100d3515K
Using convolutional neural networks to identify gravitational lenses in astronomical images,2019-8-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.5263D
Towards a radially resolved semi-analytic model for the evolution of disc galaxies tuned with machine learning,2019-8-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.3581F
Neural network-based anomaly detection for high-resolution X-ray spectroscopy,2019-8-1,Anomaly Detection,VAE,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.2874I
Morphological classification of radio galaxies: capsule networks versus convolutional neural networks,2019-8-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1729L
Revealing the Complicated Story of the Cetus Stream with StarGO,2019-8-1,Object Detection,NN:SOM,Galaxies,https://ui.adsabs.harvard.edu/abs/2019ApJ...881..164Y
Measurement of the Crab Nebula Spectrum Past 100 TeV with HAWC,2019-8-1,Prediction-Regression,NN:MLP,High Energy,https://ui.adsabs.harvard.edu/abs/2019ApJ...881..134A
CME Arrival Time Prediction Using Convolutional Neural Network,2019-8-1,Prediction-Regression,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2019ApJ...881...15W
Machine Learning Applied to the Reionization History of the Universe in the 21 cm Signal,2019-8-1,Prediction-Regression,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2019ApJ...880..110L
CASI: A Convolutional Neural Network Approach for Shell Identification,2019-8-1,Image Segmentation,Unet,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2019ApJ...880...83V
Convolutional neural networks on the HEALPix sphere: a pixel-based algorithm and its application to CMB data analysis,2019-8-1,Prediction-Regression,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019A&A...628A.129K
Distinguishing standard and modified gravity cosmologies with machine learning,2019-7-1,Object Classification,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2019PhRvD.100b3508P
Projected Pupil Plane Pattern (PPPP) with artificial neural networks,2019-7-1,Data Reconstruction,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1480Y
Identifying Mg II narrow absorption lines with deep learning,2019-7-1,Object Detection,CNN,Quasars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..801Z
On the dissection of degenerate cosmologies with machine learning,2019-7-1,Object Classification,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..104M
Object Classification + Prediction-Regression,2019-7-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4845D
DeepStreaks: identifying fast-moving objects in the Zwicky Transient Facility data with deep learning,2019-7-1,Object Detection,CNN:VGG,Transient,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4158D
An Extended Catalog of Galaxy-Galaxy Strong Gravitational Lenses Discovered in DES Using Convolutional Neural Networks,2019-7-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019ApJS..243...17J
Classification of Broad Absorption Line Quasars with a Convolutional Neural Network,2019-7-1,Object Detection,CNN:Conv1D,Quasars,https://ui.adsabs.harvard.edu/abs/2019ApJ...879...72G
The Payne: Self-consistent ab initio Fitting of Stellar Spectra,2019-7-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJ...879...69T
An Ensemble of Bayesian Neural Networks for Exoplanetary Atmospheric Retrieval,2019-7-1,Prediction-Regression,BNN,Planet,https://ui.adsabs.harvard.edu/abs/2019AJ....158...33C
Identifying Exoplanets with Deep Learning. III. Automated Triage and Vetting of TESS Candidates,2019-7-1,Object Detection,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2019AJ....158...25Y
Galaxy morphology prediction using Capsule Networks,2019-6-1,Prediction,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.1539K
Detecting Solar system objects with convolutional neural networks,2019-6-1,Object Detection,CNN:InceptionNet,Planet,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5831L
Optical Transient Object Classification in Wide-field Small Aperture Telescopes with a Neural Network,2019-6-1,Object Detection,CNN,Transient,https://ui.adsabs.harvard.edu/abs/2019AJ....157..250J
Stokes inversion based on convolutional neural networks,2019-6-1,Generation,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2019A&A...626A.102A
Identifying galaxy mergers in observations and simulations with deep learning,2019-6-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019A&A...626A..49P
Using deep neural networks to compute the mass of forming planets,2019-6-1,Prediction-Regression,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2019A&A...626A..21A
Retrieving volume FeO and TiO$_2$ abundances of lunar regolith with CE-2 CELMS data using BPNN method,2019-5-1,Prediction-Regression,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2019RAA....19...66L
A machine learning artificial neural network calibration of the strong-line oxygen abundance,2019-5-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.3569H
Constraining the three-dimensional orbits of galaxies under ram pressure stripping with convolutional neural networks,2019-5-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.1924B
A convolutional neural network for cosmic string detection in CMB temperature maps,2019-5-1,Object Detection,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.1377C
"What shapes a galaxy? - unraveling the role of mass, environment, and star formation in forming galactic structure",2019-5-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485..666B
Physical Parameters of Northern Eclipsing Binaries in the Catalina Sky Survey,2019-5-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJS..242....6P
Discovery of Tidal Tails in Disrupting Open Clusters: Coma Berenices and a Neighbor Stellar Group,2019-5-1,Object Detection,NN:SOM,Star Clusters,https://ui.adsabs.harvard.edu/abs/2019ApJ...877...12T
A Deep Learning Approach to Galaxy Cluster X-Ray Masses,2019-5-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019ApJ...876...82N
Identifying Exoplanets with Deep Learning. II. Two New Super-Earths Uncovered by a Neural Network in K2 Data,2019-5-1,Object Detection,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2019AJ....157..169D
The strong gravitational lens finding challenge,2019-5-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019A&A...625A.119M
Classifying the large-scale structure of the universe with deep neural networks,2019-4-1,Image Segmentation,Unet,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5771A
Finding high-redshift strong lenses in DES using convolutional neural networks,2019-4-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5330J
Using convolutional neural networks to predict galaxy metallicity from three-colour images,2019-4-1,Prediction-Regression,CNN:ResNet,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.4683W
LinKS: discovering galaxy-scale strong lenses in the Kilo-Degree Survey using convolutional neural networks,2019-4-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3879P
DEEPSOURCE: point source detection using deep learning,2019-4-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2793V
